# PIPELINE DATA
# FITS FILE: CH_PR100010_TG023201_TU2019-10-06T09-40-30_SCI_RAW_SubArray_V0000.fits
# FLATFIELD FILE: CH_PR100010_TG023201_TU2019-10-06T09-40-30_SCI_RAW_SubArray_V0000.fits
# DISPERSION FOR 6 HOURS AVERAGE FOR POINTS [0,60] (ppm): 15.894
# DISPERSION FOR 6 HOURS AVERAGE FOR POINTS [260,320] (ppm): 19.752
# FLUX	BKG_MODE	BKG_MEAN
1.285453453700932488e+07	5.047022300986976973e+01	8.357925245659730251e+01
1.285767392342324369e+07	5.902764240255356754e+01	8.492877762247510987e+01
1.284760424141330086e+07	5.473595818742077768e+01	8.430564646183499633e+01
1.285301258800004981e+07	5.032319125241835422e+01	8.406567327701817760e+01
1.285278205575184524e+07	5.980623601237511622e+01	8.390527032921386308e+01
1.285161647853152826e+07	5.942877943981974909e+01	8.398301473311822463e+01
1.284611821873077191e+07	5.703316326410899251e+01	8.445222365998174041e+01
1.285425522134787403e+07	5.238266043268100702e+01	8.371895881911916604e+01
1.285554799132781103e+07	4.880157932886283589e+01	8.273946668951863614e+01
1.285428419303649850e+07	5.853142258301832612e+01	8.334323607505646692e+01
1.284260432135187462e+07	5.966642367526686996e+01	8.326551565186603909e+01
1.285585384823310003e+07	5.635383099420823783e+01	8.260760761804172603e+01
1.285767211196290702e+07	5.516616331154224895e+01	8.400431539608915443e+01
1.285080906343701482e+07	5.826025136355569600e+01	8.487344817776302364e+01
1.285219160161779448e+07	5.755085349283542939e+01	8.476136016342047697e+01
1.285176407899386995e+07	5.932045335925101881e+01	8.392419291128958037e+01
1.285906544087513909e+07	4.930238746575945896e+01	8.384288282928579861e+01
1.285221274677696452e+07	5.564870889117965902e+01	8.428423039425571517e+01
1.285552994006682746e+07	5.284445632162193363e+01	8.325505403702500473e+01
1.285235485057722405e+07	5.703591584859241692e+01	8.477637184999264264e+01
1.285014515531766415e+07	5.990842224848896791e+01	8.456212388338434494e+01
1.285800838821236230e+07	5.493432343856579791e+01	8.366899662695018947e+01
1.285741420779648796e+07	5.179561025528143858e+01	8.358241443515427704e+01
1.284650551195725799e+07	5.584590771145911958e+01	8.454064191482122226e+01
1.285149530295363441e+07	5.556922898469046146e+01	8.368323156863365853e+01
1.285653945698327199e+07	5.620111537155972314e+01	8.417445339256985903e+01
1.285000560768303461e+07	5.728192907882816343e+01	8.249158418727085973e+01
1.285089476040839031e+07	5.628870142694657375e+01	8.528316630153673827e+01
1.285374728892930225e+07	5.709456245463032786e+01	8.370280313720601839e+01
1.285610536133246683e+07	5.438235938103458977e+01	8.325390944935796256e+01
1.284874342683358490e+07	5.514757825166081062e+01	8.359897941299993818e+01
1.285169441388849728e+07	5.502089090600667021e+01	8.350516073910854686e+01
1.285237889598562196e+07	5.609230224941116205e+01	8.393832771420439087e+01
1.284849413785276562e+07	5.553237541366910079e+01	8.412912237965001339e+01
1.286230898107018694e+07	5.525445015924019287e+01	8.302245849201916883e+01
1.285037648747827485e+07	5.341897617801375731e+01	8.389310382817210154e+01
1.284767301618685387e+07	5.810971293491959955e+01	8.301603113969451897e+01
1.286032180334452167e+07	5.793227225069881570e+01	8.398423620508098963e+01
1.285428728056757897e+07	5.544876188056834110e+01	8.402208603637460271e+01
1.285671165230530128e+07	5.538996216804862627e+01	8.364885518733919412e+01
1.284568465061758086e+07	6.104440210022791291e+01	8.384167801692218802e+01
1.284876661559169739e+07	5.519854756009378605e+01	8.393452254223697651e+01
1.285442219529731572e+07	5.551534867273139184e+01	8.416673044412084437e+01
1.285944414648156427e+07	5.340666558241166229e+01	8.456766879030831774e+01
1.285723749014771171e+07	5.389491888165276379e+01	8.523020358301963029e+01
1.285387966214760952e+07	6.028512061176613912e+01	8.466576650502511825e+01
1.285185397225514054e+07	5.422410690028821278e+01	8.634791825157611811e+01
1.285122967231521942e+07	6.047367400915306490e+01	8.795154226701532707e+01
1.285907887406877428e+07	6.533285959364036444e+01	9.037553119434437576e+01
1.285531291984110884e+07	6.546038885505059568e+01	9.069090784612147615e+01
1.285236147187600657e+07	6.399287661103762304e+01	9.323450791420822270e+01
